Order Id 10000, Total Price $108.00
Order Id 10305, Total Price $1125.00
Order Id 10305, Total Price $2227.50
Order Id 10305, Total Price $388.80
Order Id 10306, Total Price $207.00
Order Id 10306, Total Price $262.00
Order Id 10306, Total Price $29.50
Order Id 10307, Total Price $394.00
Order Id 10307, Total Price $30.00
Order Id 10308, Total Price $28.80
Order Id 10308, Total Price $60.00
Order Id 10309, Total Price $352.00
Order Id 10309, Total Price $600.00
Order Id 10309, Total Price $22.40
Order Id 10309, Total Price $736.00
Order Id 10309, Total Price $51.60
Order Id 10310, Total Price $139.00
Order Id 10310, Total Price $197.00
Order Id 10311, Total Price $67.20
Order Id 10311, Total Price $201.60
Order Id 10312, Total Price $145.60
Order Id 10312, Total Price $883.20
Order Id 10312, Total Price $524.00
Order Id 10312, Total Price $62.00
Order Id 10313, Total Price $182.40
Order Id 10314, Total Price $921.60
Order Id 10314, Total Price $286.20
Order Id 10314, Total Price $886.50
Order Id 10315, Total Price $156.80
Order Id 10315, Total Price $360.00
Order Id 10316, Total Price $77.00
Order Id 10316, Total Price $2758.00
Order Id 10317, Total Price $288.00
Order Id 10318, Total Price $154.00
Order Id 10318, Total Price $86.40
Order Id 10319, Total Price $249.60
Order Id 10319, Total Price $509.60
Order Id 10319, Total Price $432.00
Order Id 10320, Total Price $516.00
Order Id 10321, Total Price $144.00
Order Id 10322, Total Price $112.00
Order Id 10323, Total Price $62.00
Order Id 10323, Total Price $44.80
Order Id 10323, Total Price $57.60
Order Id 10324, Total Price $248.12
Order Id 10324, Total Price $856.80
Order Id 10324, Total Price $288.00
Order Id 10324, Total Price $1496.00
Order Id 10324, Total Price $2386.80
Order Id 10325, Total Price $120.00
Order Id 10325, Total Price $57.60
Order Id 10325, Total Price $167.40
Order Id 10325, Total Price $40.00
Order Id 10325, Total Price $1112.00
Order Id 10326, Total Price $422.40
Order Id 10326, Total Price $249.60
Order Id 10326, Total Price $310.00
Order Id 10327, Total Price $304.00
Order Id 10327, Total Price $672.00
Order Id 10327, Total Price $579.60
Order Id 10327, Total Price $254.40
Order Id 10328, Total Price $396.00
Order Id 10328, Total Price $672.00
Order Id 10328, Total Price $100.00
Order Id 10329, Total Price $69.35
Order Id 10329, Total Price $157.32
Order Id 10329, Total Price $4005.20
Order Id 10329, Total Price $346.56
Order Id 10330, Total Price $1058.25
Order Id 10330, Total Price $590.75
Order Id 10331, Total Price $88.50
Order Id 10332, Total Price $1600.00
Order Id 10332, Total Price $89.60
Order Id 10332, Total Price $97.28
Order Id 10333, Total Price $186.00
Order Id 10333, Total Price $72.00
Order Id 10333, Total Price $619.20
Order Id 10334, Total Price $44.80
Order Id 10334, Total Price $100.00
Order Id 10335, Total Price $85.12
Order Id 10335, Total Price $200.00
Order Id 10335, Total Price $122.88
Order Id 10335, Total Price $1628.16
Order Id 10336, Total Price $285.12
Order Id 10337, Total Price $288.00
Order Id 10337, Total Price $597.60
Order Id 10337, Total Price $304.00
Order Id 10337, Total Price $582.40
Order Id 10337, Total Price $695.00
Order Id 10338, Total Price $624.00
Order Id 10338, Total Price $310.50
Order Id 10339, Total Price $176.00
Order Id 10339, Total Price $2074.80
Order Id 10339, Total Price $1103.20
Order Id 10340, Total Price $950.00
Order Id 10340, Total Price $87.78
Order Id 10340, Total Price $1398.40
Order Id 10341, Total Price $16.00
Order Id 10341, Total Price $336.60
Order Id 10342, Total Price $291.84
Order Id 10342, Total Price $448.00
Order Id 10342, Total Price $486.40
Order Id 10342, Total Price $614.40
Order Id 10343, Total Price $1330.00
Order Id 10343, Total Price $38.00
Order Id 10343, Total Price $216.00
Order Id 10344, Total Price $616.00
Order Id 10344, Total Price $1680.00
Order Id 10345, Total Price $2240.00
Order Id 10345, Total Price $584.00
Order Id 10345, Total Price $100.80
Order Id 10346, Total Price $1010.88
Order Id 10346, Total Price $608.00
Order Id 10347, Total Price $112.00
Order Id 10347, Total Price $612.00
Order Id 10347, Total Price $58.80
Order Id 10347, Total Price $31.62
Order Id 10348, Total Price $183.60
Order Id 10348, Total Price $180.00
Order Id 10349, Total Price $141.60
Order Id 10350, Total Price $175.50
Order Id 10350, Total Price $466.56
Order Id 10351, Total Price $4005.20
Order Id 10351, Total Price $100.10
Order Id 10351, Total Price $1133.83
Order Id 10351, Total Price $159.60
Order Id 10352, Total Price $36.00
Order Id 10352, Total Price $100.30
Order Id 10353, Total Price $161.28
Order Id 10353, Total Price $8432.00
Order Id 10354, Total Price $172.80
Order Id 10354, Total Price $396.00
Order Id 10355, Total Price $90.00
Order Id 10355, Total Price $390.00
Order Id 10356, Total Price $300.00
Order Id 10356, Total Price $230.40
Order Id 10356, Total Price $576.00
Order Id 10357, Total Price $595.20
Order Id 10357, Total Price $398.40
Order Id 10357, Total Price $174.08
Order Id 10358, Total Price $34.20
Order Id 10358, Total Price $106.40
Order Id 10358, Total Price $288.80
Order Id 10359, Total Price $739.48
Order Id 10359, Total Price $665.00
Order Id 10359, Total Price $2067.20
Order Id 10360, Total Price $1092.00
Order Id 10360, Total Price $3465.00
Order Id 10360, Total Price $2108.00
Order Id 10360, Total Price $560.00
Order Id 10360, Total Price $165.20
Order Id 10361, Total Price $699.84
Order Id 10361, Total Price $1346.40
Order Id 10362, Total Price $560.00
Order Id 10362, Total Price $848.00
Order Id 10362, Total Price $141.60
Order Id 10363, Total Price $200.00
Order Id 10363, Total Price $74.40
Order Id 10363, Total Price $172.80
Order Id 10364, Total Price $864.00
Order Id 10364, Total Price $86.00
Order Id 10365, Total Price $403.20
Order Id 10366, Total Price $84.00
Order Id 10366, Total Price $52.00
Order Id 10367, Total Price $403.20
Order Id 10367, Total Price $106.20
Order Id 10367, Total Price $252.00
Order Id 10367, Total Price $72.80
Order Id 10368, Total Price $36.00
Order Id 10368, Total Price $425.88
Order Id 10368, Total Price $390.00
Order Id 10368, Total Price $837.90
Order Id 10369, Total Price $1980.00
Order Id 10369, Total Price $410.40
Order Id 10370, Total Price $183.60
Order Id 10370, Total Price $798.00
Order Id 10370, Total Price $136.00
Order Id 10371, Total Price $72.96
Order Id 10372, Total Price $583.20
Order Id 10372, Total Price $6324.00
Order Id 10372, Total Price $1428.00
Order Id 10372, Total Price $875.70
Order Id 10373, Total Price $678.40
Order Id 10373, Total Price $688.00
Order Id 10374, Total Price $300.00
Order Id 10374, Total Price $159.00
Order Id 10375, Total Price $279.00
Order Id 10375, Total Price $59.00
Order Id 10376, Total Price $399.00
Order Id 10377, Total Price $618.80
Order Id 10377, Total Price $244.80
Order Id 10378, Total Price $103.20
Order Id 10379, Total Price $55.44
Order Id 10379, Total Price $505.44
Order Id 10379, Total Price $302.40
Order Id 10380, Total Price $335.34
Order Id 10380, Total Price $471.60
Order Id 10380, Total Price $146.88
Order Id 10380, Total Price $360.00
Order Id 10381, Total Price $112.00
Order Id 10382, Total Price $544.00
Order Id 10382, Total Price $450.00
Order Id 10382, Total Price $1386.00
Order Id 10382, Total Price $120.00
Order Id 10382, Total Price $400.00
Order Id 10383, Total Price $96.00
Order Id 10383, Total Price $195.00
Order Id 10383, Total Price $608.00
Order Id 10384, Total Price $1814.40
Order Id 10384, Total Price $408.00
Order Id 10385, Total Price $192.00
Order Id 10385, Total Price $435.20
Order Id 10385, Total Price $64.00
Order Id 10386, Total Price $54.00
Order Id 10386, Total Price $112.00
Order Id 10387, Total Price $54.00
Order Id 10387, Total Price $218.40
Order Id 10387, Total Price $528.00
Order Id 10387, Total Price $258.00
Order Id 10388, Total Price $91.20
Order Id 10388, Total Price $89.60
Order Id 10388, Total Price $1048.00
Order Id 10389, Total Price $396.80
Order Id 10389, Total Price $288.00
Order Id 10389, Total Price $788.00
Order Id 10389, Total Price $360.00
Order Id 10390, Total Price $540.00
Order Id 10390, Total Price $518.40
Order Id 10390, Total Price $432.00
Order Id 10390, Total Price $600.48
Order Id 10391, Total Price $86.40
Order Id 10392, Total Price $1440.00
Order Id 10393, Total Price $285.00
Order Id 10393, Total Price $585.90
Order Id 10393, Total Price $58.80
Order Id 10393, Total Price $1307.25
Order Id 10393, Total Price $320.00
Order Id 10394, Total Price $48.00
Order Id 10394, Total Price $394.00
Order Id 10395, Total Price $241.92
Order Id 10395, Total Price $1650.60
Order Id 10395, Total Price $230.40
Order Id 10396, Total Price $288.00
Order Id 10396, Total Price $1032.00
Order Id 10396, Total Price $583.80
Order Id 10397, Total Price $68.00
Order Id 10397, Total Price $648.72
Order Id 10398, Total Price $432.00
Order Id 10398, Total Price $2073.60
Order Id 10399, Total Price $600.00
Order Id 10399, Total Price $516.00
Order Id 10399, Total Price $504.00
Order Id 10399, Total Price $145.60
Order Id 10400, Total Price $2079.00
Order Id 10400, Total Price $504.00
Order Id 10400, Total Price $480.00
Order Id 10401, Total Price $372.60
Order Id 10401, Total Price $2128.00
Order Id 10401, Total Price $336.00
Order Id 10401, Total Price $1032.00
Order Id 10402, Total Price $432.00
Order Id 10402, Total Price $2281.50
Order Id 10403, Total Price $248.12
Order Id 10403, Total Price $606.90
Order Id 10404, Total Price $709.65
Order Id 10404, Total Price $425.60
Order Id 10404, Total Price $456.00
Order Id 10405, Total Price $400.00
Order Id 10406, Total Price $144.00
Order Id 10406, Total Price $216.00
Order Id 10406, Total Price $1375.92
Order Id 10406, Total Price $68.40
Order Id 10406, Total Price $26.46
Order Id 10407, Total Price $504.00
Order Id 10407, Total Price $432.00
Order Id 10407, Total Price $258.00
Order Id 10408, Total Price $208.00
Order Id 10408, Total Price $35.40
Order Id 10408, Total Price $1379.00
Order Id 10409, Total Price $223.20
Order Id 10409, Total Price $96.00
Order Id 10410, Total Price $98.00
Order Id 10410, Total Price $704.00
Order Id 10411, Total Price $154.00
Order Id 10411, Total Price $496.00
Order Id 10411, Total Price $316.80
Order Id 10412, Total Price $334.80
Order Id 10413, Total Price $345.60
Order Id 10413, Total Price $1576.00
Order Id 10413, Total Price $201.60
Order Id 10414, Total Price $124.83
Order Id 10414, Total Price $100.00
Order Id 10415, Total Price $62.40
Order Id 10415, Total Price $40.00
Order Id 10416, Total Price $146.00
Order Id 10416, Total Price $262.00
Order Id 10416, Total Price $312.00
Order Id 10417, Total Price $10540.00
Order Id 10417, Total Price $14.40
Order Id 10417, Total Price $270.00
Order Id 10417, Total Price $364.00
Order Id 10418, Total Price $912.00
Order Id 10418, Total Price $418.00
Order Id 10418, Total Price $364.80
Order Id 10418, Total Price $120.00
Order Id 10419, Total Price $1550.40
Order Id 10419, Total Price $547.20
Order Id 10420, Total Price $1396.80
Order Id 10420, Total Price $8.64
Order Id 10420, Total Price $86.40
Order Id 10420, Total Price $216.00
Order Id 10421, Total Price $24.82
Order Id 10421, Total Price $747.00
Order Id 10421, Total Price $334.05
Order Id 10421, Total Price $88.40
Order Id 10422, Total Price $49.80
Order Id 10423, Total Price $140.00
Order Id 10423, Total Price $880.00
Order Id 10424, Total Price $691.20
Order Id 10424, Total Price $8263.36
Order Id 10424, Total Price $240.00
Order Id 10425, Total Price $144.00
Order Id 10425, Total Price $216.00
Order Id 10426, Total Price $152.00
Order Id 10426, Total Price $186.20
Order Id 10427, Total Price $651.00
Order Id 10428, Total Price $192.00
Order Id 10429, Total Price $520.00
Order Id 10429, Total Price $921.38
Order Id 10430, Total Price $1123.20
Order Id 10430, Total Price $400.00
Order Id 10430, Total Price $912.00
Order Id 10430, Total Price $2464.00
Order Id 10431, Total Price $1170.00
Order Id 10431, Total Price $551.25
Order Id 10431, Total Price $171.00
Order Id 10432, Total Price $249.00
Order Id 10432, Total Price $236.00
Order Id 10433, Total Price $851.20
Order Id 10434, Total Price $100.80
Order Id 10434, Total Price $220.32
Order Id 10435, Total Price $152.00
Order Id 10435, Total Price $201.60
Order Id 10435, Total Price $278.00
Order Id 10436, Total Price $48.00
Order Id 10436, Total Price $1094.40
Order Id 10436, Total Price $718.20
Order Id 10436, Total Price $133.92
Order Id 10437, Total Price $393.00
Order Id 10438, Total Price $87.60
Order Id 10438, Total Price $179.20
Order Id 10438, Total Price $187.20
Order Id 10439, Total Price $456.00
Order Id 10439, Total Price $222.40
Order Id 10439, Total Price $159.60
Order Id 10439, Total Price $240.00
Order Id 10440, Total Price $581.40
Order Id 10440, Total Price $578.94
Order Id 10440, Total Price $2019.60
Order Id 10440, Total Price $1744.20
Order Id 10441, Total Price $1755.00
Order Id 10442, Total Price $504.00
Order Id 10442, Total Price $472.00
Order Id 10442, Total Price $816.00
Order Id 10443, Total Price $80.64
Order Id 10443, Total Price $436.80
Order Id 10444, Total Price $312.00
Order Id 10444, Total Price $373.50
Order Id 10444, Total Price $115.20
Order Id 10444, Total Price $231.00
Order Id 10445, Total Price $86.40
Order Id 10445, Total Price $88.50
Order Id 10446, Total Price $78.84
Order Id 10446, Total Price $64.80
Order Id 10446, Total Price $27.00
Order Id 10446, Total Price $75.60
Order Id 10447, Total Price $292.00
Order Id 10447, Total Price $588.00
Order Id 10447, Total Price $34.40
Order Id 10448, Total Price $149.40
Order Id 10448, Total Price $294.00
Order Id 10449, Total Price $347.20
Order Id 10449, Total Price $112.00
Order Id 10449, Total Price $1379.00
Order Id 10450, Total Price $396.80
Order Id 10450, Total Price $28.32
Order Id 10451, Total Price $2073.60
Order Id 10451, Total Price $837.90
Order Id 10451, Total Price $423.36
Order Id 10451, Total Price $514.80
Order Id 10452, Total Price $546.00
Order Id 10452, Total Price $1472.50
Order Id 10453, Total Price $137.70
Order Id 10453, Total Price $270.00
Order Id 10454, Total Price $222.40
Order Id 10454, Total Price $32.00
Order Id 10454, Total Price $76.80
Order Id 10455, Total Price $288.00
Order Id 10455, Total Price $1310.00
Order Id 10455, Total Price $570.00
Order Id 10455, Total Price $516.00
Order Id 10456, Total Price $272.00
Order Id 10456, Total Price $285.60
Order Id 10457, Total Price $1584.00
Order Id 10458, Total Price $747.00
Order Id 10458, Total Price $1092.00
Order Id 10458, Total Price $736.00
Order Id 10458, Total Price $456.00
Order Id 10458, Total Price $860.00
Order Id 10459, Total Price $364.80
Order Id 10459, Total Price $182.40
Order Id 10459, Total Price $1112.00
Order Id 10460, Total Price $157.50
Order Id 10460, Total Price $18.60
Order Id 10461, Total Price $240.00
Order Id 10461, Total Price $434.70
Order Id 10461, Total Price $864.00
Order Id 10462, Total Price $4.80
Order Id 10462, Total Price $151.20
Order Id 10463, Total Price $153.30
Order Id 10463, Total Price $560.00
Order Id 10464, Total Price $225.28
Order Id 10464, Total Price $110.40
Order Id 10464, Total Price $729.60
Order Id 10464, Total Price $544.00
Order Id 10465, Total Price $90.00
Order Id 10465, Total Price $1603.80
Order Id 10465, Total Price $294.00
Order Id 10465, Total Price $205.20
Order Id 10465, Total Price $325.00
Order Id 10466, Total Price $168.00
Order Id 10466, Total Price $48.00
Order Id 10467, Total Price $100.80
Order Id 10467, Total Price $134.40
Order Id 10468, Total Price $165.60
Order Id 10468, Total Price $552.00
Order Id 10469, Total Price $516.80
Order Id 10469, Total Price $413.53
Order Id 10469, Total Price $26.35
Order Id 10470, Total Price $1500.00
Order Id 10470, Total Price $108.00
Order Id 10470, Total Price $212.80
Order Id 10471, Total Price $720.00
Order Id 10471, Total Price $608.00
Order Id 10472, Total Price $273.60
Order Id 10472, Total Price $763.20
Order Id 10473, Total Price $24.00
Order Id 10473, Total Price $206.40
Order Id 10474, Total Price $223.20
Order Id 10474, Total Price $655.20
Order Id 10474, Total Price $308.70
Order Id 10474, Total Price $62.00
Order Id 10475, Total Price $297.50
Order Id 10475, Total Price $693.60
Order Id 10475, Total Price $514.08
Order Id 10476, Total Price $36.48
Order Id 10476, Total Price $144.00
Order Id 10477, Total Price $216.00
Order Id 10477, Total Price $126.00
Order Id 10477, Total Price $216.00
Order Id 10478, Total Price $471.20
Order Id 10479, Total Price $6324.00
Order Id 10479, Total Price $733.60
Order Id 10479, Total Price $2640.00
Order Id 10479, Total Price $798.00
Order Id 10480, Total Price $228.00
Order Id 10480, Total Price $528.00
Order Id 10481, Total Price $384.00
Order Id 10481, Total Price $1088.00
Order Id 10482, Total Price $147.00
Order Id 10483, Total Price $372.40
Order Id 10483, Total Price $296.40
Order Id 10484, Total Price $112.00
Order Id 10484, Total Price $147.00
Order Id 10484, Total Price $127.20
Order Id 10485, Total Price $273.60
Order Id 10485, Total Price $144.00
Order Id 10485, Total Price $518.40
Order Id 10485, Total Price $648.00
Order Id 10486, Total Price $84.00
Order Id 10486, Total Price $1060.00
Order Id 10486, Total Price $128.00
Order Id 10487, Total Price $36.50
Order Id 10487, Total Price $747.00
Order Id 10487, Total Price $106.20
Order Id 10488, Total Price $1320.00
Order Id 10488, Total Price $192.00
Order Id 10489, Total Price $189.00
Order Id 10489, Total Price $250.20
Order Id 10490, Total Price $2640.00
Order Id 10490, Total Price $300.00
Order Id 10490, Total Price $223.20
Order Id 10491, Total Price $197.63
Order Id 10491, Total Price $61.88
Order Id 10492, Total Price $638.40
Order Id 10492, Total Price $212.80
Order Id 10493, Total Price $226.80
Order Id 10493, Total Price $122.40
Order Id 10493, Total Price $259.20
Order Id 10494, Total Price $912.00
Order Id 10495, Total Price $72.00
Order Id 10495, Total Price $154.00
Order Id 10495, Total Price $52.00
Order Id 10496, Total Price $190.00
Order Id 10497, Total Price $425.60
Order Id 10497, Total Price $695.00
Order Id 10497, Total Price $260.00
Order Id 10498, Total Price $63.00
Order Id 10498, Total Price $92.00
Order Id 10498, Total Price $420.00
Order Id 10499, Total Price $912.00
Order Id 10499, Total Price $500.00
Order Id 10500, Total Price $176.70
Order Id 10500, Total Price $346.56
Order Id 10501, Total Price $149.00
Order Id 10502, Total Price $199.50
Order Id 10502, Total Price $196.80
Order Id 10502, Total Price $420.00
Order Id 10503, Total Price $1627.50
Order Id 10503, Total Price $421.00
Order Id 10504, Total Price $228.00
Order Id 10504, Total Price $120.00
Order Id 10504, Total Price $328.00
Order Id 10504, Total Price $712.50
Order Id 10505, Total Price $147.90
Order Id 10506, Total Price $226.80
Order Id 10506, Total Price $189.00
Order Id 10507, Total Price $586.50
Order Id 10507, Total Price $162.56
Order Id 10508, Total Price $60.00
Order Id 10508, Total Price $180.00
Order Id 10509, Total Price $136.80
Order Id 10510, Total Price $4456.44
Order Id 10510, Total Price $251.10
Order Id 10511, Total Price $935.00
Order Id 10511, Total Price $1275.00
Order Id 10511, Total Price $340.00
Order Id 10512, Total Price $38.25
Order Id 10512, Total Price $91.80
Order Id 10512, Total Price $48.45
Order Id 10512, Total Price $346.80
Order Id 10513, Total Price $320.00
Order Id 10513, Total Price $1280.00
Order Id 10513, Total Price $342.00
Order Id 10514, Total Price $3159.00
Order Id 10514, Total Price $1596.00
Order Id 10514, Total Price $2660.00
Order Id 10514, Total Price $820.95
Order Id 10514, Total Price $387.50
Order Id 10515, Total Price $1319.20
Order Id 10515, Total Price $872.50
Order Id 10515, Total Price $5268.00
Order Id 10515, Total Price $34.00
Order Id 10515, Total Price $2427.60
Order Id 10516, Total Price $1406.25
Order Id 10516, Total Price $694.80
Order Id 10516, Total Price $280.00
Order Id 10517, Total Price $42.00
Order Id 10517, Total Price $220.00
Order Id 10517, Total Price $90.00
Order Id 10518, Total Price $22.50
Order Id 10518, Total Price $3952.50
Order Id 10518, Total Price $175.05
Order Id 10519, Total Price $471.20
Order Id 10519, Total Price $1520.00
Order Id 10519, Total Price $323.00
Order Id 10520, Total Price $36.00
Order Id 10520, Total Price $164.00
Order Id 10521, Total Price $54.00
Order Id 10521, Total Price $96.50
Order Id 10521, Total Price $75.00
Order Id 10522, Total Price $576.00
Order Id 10522, Total Price $960.00
Order Id 10522, Total Price $414.24
Order Id 10522, Total Price $368.00
Order Id 10523, Total Price $877.50
Order Id 10523, Total Price $1093.50
Order Id 10523, Total Price $421.20
Order Id 10523, Total Price $52.11
Order Id 10524, Total Price $62.00
Order Id 10524, Total Price $258.90
Order Id 10524, Total Price $2760.00
Order Id 10524, Total Price $111.75
Order Id 10525, Total Price $570.00
Order Id 10525, Total Price $248.40
Order Id 10526, Total Price $122.40
Order Id 10526, Total Price $60.00
Order Id 10526, Total Price $969.00
Order Id 10527, Total Price $990.00
Order Id 10527, Total Price $513.00
Order Id 10528, Total Price $63.00
Order Id 10528, Total Price $16.00
Order Id 10528, Total Price $313.20
Order Id 10529, Total Price $336.00
Order Id 10529, Total Price $250.00
Order Id 10529, Total Price $360.00
Order Id 10530, Total Price $1560.00
Order Id 10530, Total Price $1150.00
Order Id 10530, Total Price $570.00
Order Id 10530, Total Price $900.00
Order Id 10531, Total Price $110.00
Order Id 10532, Total Price $388.35
Order Id 10532, Total Price $408.00
Order Id 10533, Total Price $1045.00
Order Id 10533, Total Price $835.20
Order Id 10533, Total Price $342.00
Order Id 10534, Total Price $258.90
Order Id 10534, Total Price $147.20
Order Id 10534, Total Price $59.60
Order Id 10535, Total Price $945.00
Order Id 10535, Total Price $165.60
Order Id 10535, Total Price $87.75
Order Id 10535, Total Price $742.50
Order Id 10536, Total Price $427.50
Order Id 10536, Total Price $250.00
Order Id 10536, Total Price $75.00
Order Id 10536, Total Price $892.50
Order Id 10537, Total Price $375.00
Order Id 10537, Total Price $318.00
Order Id 10537, Total Price $265.00
Order Id 10537, Total Price $730.80
Order Id 10537, Total Price $135.00
Order Id 10538, Total Price $105.00
Order Id 10538, Total Price $34.80
Order Id 10539, Total Price $48.00
Order Id 10539, Total Price $150.00
Order Id 10539, Total Price $37.50
Order Id 10539, Total Price $120.00
Order Id 10540, Total Price $600.00
Order Id 10540, Total Price $1249.20
Order Id 10540, Total Price $7905.00
Order Id 10540, Total Price $437.50
Order Id 10541, Total Price $141.75
Order Id 10541, Total Price $948.60
Order Id 10541, Total Price $682.02
Order Id 10541, Total Price $174.15
Order Id 10542, Total Price $299.25
Order Id 10542, Total Price $169.86
Order Id 10543, Total Price $969.00
Order Id 10543, Total Price $535.50
Order Id 10544, Total Price $319.20
Order Id 10544, Total Price $98.00
Order Id 10545, Total Price $210.00
Order Id 10546, Total Price $300.00
Order Id 10546, Total Price $540.00
Order Id 10546, Total Price $1972.00
Order Id 10547, Total Price $652.80
Order Id 10547, Total Price $1140.00
Order Id 10548, Total Price $105.00
Order Id 10548, Total Price $135.10
Order Id 10549, Total Price $584.38
Order Id 10549, Total Price $807.50
Order Id 10549, Total Price $2162.40
Order Id 10550, Total Price $280.80
Order Id 10550, Total Price $92.00
Order Id 10550, Total Price $54.00
Order Id 10550, Total Price $256.50
Order Id 10551, Total Price $593.30
Order Id 10551, Total Price $306.00
Order Id 10551, Total Price $778.00
Order Id 10552, Total Price $648.00
Order Id 10552, Total Price $232.50
Order Id 10553, Total Price $315.00
Order Id 10553, Total Price $244.30
Order Id 10553, Total Price $504.00
Order Id 10553, Total Price $375.00
Order Id 10553, Total Price $108.00
Order Id 10554, Total Price $497.33
Order Id 10554, Total Price $171.00
Order Id 10554, Total Price $936.70
Order Id 10554, Total Price $123.50
Order Id 10555, Total Price $558.00
Order Id 10555, Total Price $257.60
Order Id 10555, Total Price $64.80
Order Id 10555, Total Price $848.00
Order Id 10555, Total Price $1216.00
Order Id 10556, Total Price $835.20
Order Id 10557, Total Price $997.50
Order Id 10557, Total Price $155.00
Order Id 10558, Total Price $237.50
Order Id 10558, Total Price $1060.00
Order Id 10558, Total Price $210.00
Order Id 10558, Total Price $590.40
Order Id 10558, Total Price $45.00
Order Id 10559, Total Price $110.01
Order Id 10559, Total Price $410.40
Order Id 10560, Total Price $517.80
Order Id 10560, Total Price $554.63
Order Id 10561, Total Price $194.50
Order Id 10561, Total Price $2650.00
Order Id 10562, Total Price $45.00
Order Id 10562, Total Price $443.70
Order Id 10563, Total Price $475.00
Order Id 10563, Total Price $490.00
Order Id 10564, Total Price $592.80
Order Id 10564, Total Price $71.25
Order Id 10564, Total Price $570.00
Order Id 10565, Total Price $101.25
Order Id 10565, Total Price $538.65
Order Id 10566, Total Price $624.75
Order Id 10566, Total Price $956.25
Order Id 10566, Total Price $180.00
Order Id 10567, Total Price $600.00
Order Id 10567, Total Price $159.00
Order Id 10567, Total Price $1760.00
Order Id 10568, Total Price $155.00
Order Id 10569, Total Price $350.00
Order Id 10569, Total Price $540.00
Order Id 10570, Total Price $299.25
Order Id 10570, Total Price $2166.00
Order Id 10571, Total Price $217.39
Order Id 10571, Total Price $333.20
Order Id 10572, Total Price $188.46
Order Id 10572, Total Price $288.00
Order Id 10572, Total Price $920.00
Order Id 10572, Total Price $104.63
Order Id 10573, Total Price $702.00
Order Id 10573, Total Price $560.00
Order Id 10573, Total Price $820.00
Order Id 10574, Total Price $35.00
Order Id 10574, Total Price $36.80
Order Id 10574, Total Price $493.00
Order Id 10574, Total Price $199.50
Order Id 10575, Total Price $660.00
Order Id 10575, Total Price $263.40
Order Id 10575, Total Price $1044.00
Order Id 10575, Total Price $180.00
Order Id 10576, Total Price $180.00
Order Id 10576, Total Price $250.00
Order Id 10576, Total Price $408.45
Order Id 10577, Total Price $180.00
Order Id 10577, Total Price $155.00
Order Id 10577, Total Price $234.00
Order Id 10578, Total Price $360.00
Order Id 10578, Total Price $117.00
Order Id 10579, Total Price $155.00
Order Id 10579, Total Price $162.75
Order Id 10580, Total Price $331.31
Order Id 10580, Total Price $82.51
Order Id 10580, Total Price $599.93
Order Id 10581, Total Price $310.00
Order Id 10582, Total Price $78.00
Order Id 10582, Total Price $252.00
Order Id 10583, Total Price $1237.90
Order Id 10583, Total Price $693.60
Order Id 10583, Total Price $306.00
Order Id 10584, Total Price $593.75
Order Id 10585, Total Price $142.50
Order Id 10586, Total Price $23.80
Order Id 10587, Total Price $187.38
Order Id 10587, Total Price $360.00
Order Id 10587, Total Price $260.00
Order Id 10588, Total Price $2000.00
Order Id 10588, Total Price $1120.00
Order Id 10589, Total Price $72.00
Order Id 10590, Total Price $360.00
Order Id 10590, Total Price $741.00
Order Id 10591, Total Price $140.00
Order Id 10591, Total Price $300.00
Order Id 10591, Total Price $372.50
Order Id 10592, Total Price $368.13
Order Id 10592, Total Price $148.34
Order Id 10593, Total Price $1360.80
Order Id 10593, Total Price $576.00
Order Id 10593, Total Price $57.60
Order Id 10594, Total Price $168.00
Order Id 10594, Total Price $397.50
Order Id 10595, Total Price $405.00
Order Id 10595, Total Price $2565.00
Order Id 10595, Total Price $1755.00
Order Id 10596, Total Price $152.00
Order Id 10596, Total Price $842.88
Order Id 10596, Total Price $186.00
Order Id 10597, Total Price $126.00
Order Id 10597, Total Price $390.00
Order Id 10597, Total Price $202.08
Order Id 10598, Total Price $2195.00
Order Id 10598, Total Price $193.50
Order Id 10599, Total Price $493.00
Order Id 10600, Total Price $29.80
Order Id 10600, Total Price $450.00
Order Id 10601, Total Price $360.00
Order Id 10601, Total Price $1925.00
Order Id 10602, Total Price $48.75
Order Id 10603, Total Price $1008.00
Order Id 10603, Total Price $475.00
Order Id 10604, Total Price $68.85
Order Id 10604, Total Price $162.00
Order Id 10605, Total Price $497.33
Order Id 10605, Total Price $1045.00
Order Id 10605, Total Price $2261.00
Order Id 10605, Total Price $306.38
Order Id 10606, Total Price $352.00
Order Id 10606, Total Price $384.00
Order Id 10606, Total Price $394.40
Order Id 10607, Total Price $1350.00
Order Id 10607, Total Price $3900.00
Order Id 10607, Total Price $35.00
Order Id 10607, Total Price $772.80
Order Id 10607, Total Price $417.60
Order Id 10608, Total Price $1064.00
Order Id 10609, Total Price $54.00
Order Id 10609, Total Price $310.00
Order Id 10609, Total Price $60.00
Order Id 10610, Total Price $299.25
Order Id 10611, Total Price $108.00
Order Id 10611, Total Price $190.00
Order Id 10611, Total Price $510.00
Order Id 10612, Total Price $2170.00
Order Id 10612, Total Price $1045.00
Order Id 10612, Total Price $360.00
Order Id 10612, Total Price $1360.00
Order Id 10612, Total Price $1440.00
Order Id 10613, Total Price $43.20
Order Id 10613, Total Price $310.00
Order Id 10614, Total Price $294.00
